Names,Tickers
Energy Development Company Ltd.,ENERGYDEV.BO
Sonata Software Ltd.,SONATSOFTW.BO
Bengal Tea & fabrics Ltd.,BENGALT.BO
"National Aluminium Co. Ltd.,",NATIONALUM.BO
India Nippon Electricals Ltd,INDNIPPON.BO
Nalwa Sons Investment Ltd,NSIL.BO
Apar Industries Ltd,APARINDS.BO
"TCI Industries Ltd.,",TCIIND.BO
ACCELYA SOLUTIONS INDIA LIMITED,ACCELYA.BO
ORCHASP LIMITED,ORCHASP.BO
HCL Technologies Ltd,HCLTECH.BO
TCFC Finance Ltd,TCFCFINQ.BO
Geojit Financial Services Limited,GEOJITFSL.BO
Jindal Steel & Power Ltd,JINDALSTEL.BO
BLB Limited,BLBLIMITED.BO
Glenmark Pharmaceuticals ltd,GLENMARK.BO
Wockhardt Ltd,WOCKPHARMA.BO
Tata Coffee Ltd,TATACOFFEE.BO
Integrated Hi-tech ltd.,INTEGHIT.BO
KJMC Corporate Advisors (India) Ltd.,KJMCCORP.BO
Ind-Swift Laboratories Ltd.,INDSWFTLAB.BO
Melstar Information Technologies Ltd.,MELSTAR.BO
GE Power India Limited,GEPIL.BO
Shree Rama Multi-tech Ltd.,SHREERAMA.BO
Mahindra Lifespace Developers Ltd.,MAHLIFE.BO
Telesys Software Ltd.,TELESYS.BO
Vaarad Ventures Ltd,VAARAD.BO
Zydus Lifesciences Limited,ZYDUSLIFE.BO
Shiva Cement Ltd.,SHIVACEM.BO
Cinevista Limited,CINEVISTA.BO
Intense Technologies,INTENTECH.BO
Danlaw Technologies India Ltd.,DANLAW.BO
Ajanta Pharma Ltd.,AJANTPHARM.BO
HB Portfolio Ltd.,HBPOR.BO
HB Estate Developers Ltd.,HBESD.BO
Ambica Agarbathies & Aroma Ind. Ltd.,AMBICAAGAR.BO
Compucom Software Lt.,COMPUSOFT.BO
Omni Axs Software Ltd.,OMNIAX.BO
IZMO Limited,IZMO.BO
TVS Motor Company Ltd.,TVSMOTOR.BO
SoftSol India Limited.,SOFTSOL.BO
ALLCARGO GATI LIMITED,ACLGATI.BO
Subex  Ltd,SUBEXLTD.BO
Transport Corporation of India Ltd,TCI.BO
Padmalaya Telefilms Ltd.,PADMALAYAT.BO
Aksh Optifibre Ltd.,AKSHOPTFBR.BO
Virgo Global Limited,VIRGOGLOB.BO
Picturehouse Media Limited,PICTUREHS.BO
Triveni Engineering & Industries Ltd,TRIVENI.BO
Mukta Arts Ltd.,MUKTAARTS.BO
Hit Kit Global Solutions Ltd,HITKITGLO.BO
Nagpur Power & Industries Ltd,NAGPI.BO
Dynacons Systems & Solutions Ltd.,DSSL.BO
PNB Gilts Ltd,PNBGILTS.BO
BRIGHTCOM GROUP LIMITED,BCG.BO
Ramco Industries Ltd,RAMCOIND.BO
Ramco Systems Ltd,RAMCOSYS.BO
Tata Teleservices (Maharashtra) Ltd.,TTML.BO
Virinchi Limited,VIRINCHI.BO
WEP Solutions Ltd,WEPSOLN.BO
Sterlite Technologies Limited.,STLTECH.BO
Tips Industries Limited,TIPSINDLTD.BO
MRO-TEK Realty Limited,MRO-TEK.BO
FIRST FINTEC LIMITED,FIRSTFIN.BO
Baba Arts Ltd,BABA.BO
Balaji Telefilms Ltd.,BALAJITELE.BO
Tyche Industries Ltd.,TYCHE.BO
California Software Co. Ltd.,CALSOFT.BO
Pritish Nandy Communications Ltd,PNC.BO
Indian Overseas Bank,IOB.BO
Taj GVK Hotels & Resorts Ltd.,TAJGVK.BO
Creative Eye Ltd.,CREATIVEYE.BO
AXISCADES TECHNOLOGIES LIMITED,AXISCADES.BO
KONNDOR INDUSTRIES LIMITED,KONNDOR.BO
Usha Martin Education & Solutions Limited,UMESLTD.BO
BIRLASOFT LIMITED,BSOFT.BO
USG Tech Solutions Ltd,USGTECH.BO
Saven Technologies Ltd.,7TEC.BO
Avantel Limited,AVANTEL.BO
MOSCHIP TECHNOLOGIES LIMITED,MOSCHIP.BO
Megasoft Ltd.,MEGASOFT.BO
Transcorp International Ltd.,TRANSCOR.BO
Visesh Infotecnics Ltd.,VISESHINFO.BO
Cerebra Integrated Technologies Ltd.,CEREBRAINT.BO
Next Mediaworks Ltd,NEXTMEDIA.BO
Smartlink Holdings Limited,SMARTLINK.BO
Godrej Consumer Products Ltd.,GODREJCP.BO
GENUS PRIME INFRA LIMITED,GENUSPRIME.BO
BF Utilities Ltd.,BFUTILITIE.BO
United Spirits Limited,UNITDSPR.BO
Sanmit Infra Limited,SANINFRA.BO
OLECTRA GREENTECH LIMITED,OLECTRA.BO
MPS Limited,MPSLTD.BO
Cera Sanitaryware Ltd.,CERA.BO
T. Spiritual World Ltd.,TSPIRITUAL.BO
Bharti Airtel  Ltd.,BHARTIARTL.BO
Shalimar Wires Industries Ltd.,SHALIWIR.BO
Compuage Infocom Ltd,COMPINFO.BO
Gulshan Polyols Ltd.,GULPOLY.BO
Ponni Sugars (Erode) Ltd.,PONNIERODE.BO
Punjab National Bank,PNB.BO
Oracle Financial Services Software Limited,OFSS.BO
Hazoor Multi Projects Limited,HAZOOR.BO
Kama Holdings Limited,KAMAHOLD.BO
Aptech Ltd.,APTECHT.BO
Union Bank of India,UNIONBANK.BO
United Breweries Ltd.,UBL.BO
ISMT Limited,ISMTLTD.BO
Noida Toll Bridge Company Ltd,NOIDATOLL.BO
Granules India Ltd.,GRANULES.BO
Canara Bank,CANBK.BO
Balmer Lawrie Investments Ltd.,BLIL.BO
Pokarna Ltd.,POKARNA.BO
Divi's Laboratories Ltd.,DIVISLAB.BO
Astra Microwave Products Ltd.,ASTRAMICRO.BO
Radico Khaitan Ltd.,RADICO.BO
Maruti Suzuki India  Ltd.,MARUTI.BO
Rajapalayam Mills Limited,RAJPALAYAM.BO
Navin Fluorine International Limited,NAVINFLUOR.BO
UCO Bank,UCOBANK.BO
B.A.G. Films & Media Ltd,BAGFILMS.BO
Jindal Stainless Limited,JSL.BO
Suprajit Engineering Ltd.,SUPRAJIT.BO
TVS Electronics Ltd.,TVSELECT.BO
Indraprashtha Gas Ltd.,IGL.BO
T.V.Today Network Limited,TVTODAY.BO
Palred Technologies Limited,PALREDTEC.BO
PETRONET LNG LTD.,PETRONET.BO
Biocon Ltd.,BIOCON.BO
PTC India Ltd,PTC.BO
Bank of maharashtra,MAHABANK.BO
ramkrishna forgings Ltd.,RKFORGE.BO
Datamatics Global Services Limited,DATAMATICS.BO
New Delhi Television Limited,NDTV.BO
STRIDES PHARMA SCIENCE LIMITED,STAR.BO
Jaiprakash Associates Limited,JPASSOCIAT.BO
UltraTech Cement Ltd,ULTRACEMCO.BO
UNO Minda Limited,UNOMINDA.BO
COFORGE LIMITED,COFORGE.BO
GP Petroleums Limited,GULFPETRO.BO
Century Plyboards (India) Ltd.,CENTURYPLY.BO
Welspun Enterprises Limited,WELENT.BO
NTPC Limited,NTPC.BO
S.A.L. Steel Ltd.,SALSTEEL.BO
JBM Auto Limited,JBMA.BO
Dwarikesh Sugar Industries Ltd.,DWARKESH.BO
Indoco Remedies Ltd.,INDOCO.BO
VIP Clothing Limited,VIPCLOTHNG.BO
Impex Ferro tech Ltd.,IMPEXFERRO.BO
Xchanging Solutions Limited,XCHANGING.BO
Jet Airways (India) Ltd,JETAIRWAYS.BO
Morarjee Textiles Limited,MORARJEE.BO
Jindal Photo Limited,JINDALPHOT.BO
Pondy Oxides & Chemicals Limited,POCL.BO
Jaiprakash Power Ventures Limited,JPPOWER.BO
3i Infotech limited,3IINFOLTD.BO
McNally Bharat Engineering Company Limited,MBECL.BO
Gokaldas Exports Ltd,GOKEX.BO
Allsec Technologies Ltd.,ALLSEC.BO
IIFL FINANCE LIMITED ,IIFL.BO
Mangalam Drugs and Organics Ltd.,MANGALAM.BO
Shoppers Stop Ltd,SHOPERSTOP.BO
Cyber Media (India) Ltd.,CYBERMEDIA.BO
Nandan Denim Limited,NDL.BO
JSW Holdings Limited,JSWHL.BO
J.K. CEMENT LTD,JKCEMENT.BO
Beeyu Overseas Ltd.,BEEYU.BO
Yes Bank Ltd.,YESBANK.BO
Nectar Lifesciences Limited,NECLIFE.BO
MSP STEEL & POWER LTD.,MSPL.BO
SPL INDUSTRIES LIMITED,SPLIL.BO
Karnataka Bank Ltd.,KTKBANK.BO
McLeod Russel India Limited,MCLEODRUSS.BO
FACOR Alloys Limited,FACORALL.BO
IDFC LIMITED,IDFC.BO
Rane (Madras)  Ltd.,RML.BO
HT Media Ltd,HTMEDIA.BO
Sasken Technologies Limited,SASKEN.BO
FCS Software Solutions Ltd.,FCSSOFT.BO
SUZLON ENERGY LTD.,SUZLON.BO
Aurionpro Solutions Ltd.,AURIONPRO.BO
Shree Renuka Sugars Ltd.,RENUKA.BO
K. M. Sugar Mills Ltd.,KMSUGAR.BO
Bannari Amman Spinning Mills Ltd,BASML.BO
PBA INFRASTRUCTURE LTD.,PBAINFRA.BO
AIA Engineering Ltd.,AIAENG.BO
Everest Kanto Cylinders Ltd.,EKC.BO
Kernex Microsystems (India) Ltd.,KERNEX.BO
Repro India Ltd.,REPRO.BO
PVR INOX LIMITED,PVRINOX.BO
Bartronics India Ltd.,ASMS.BO
Celebrity Fashions Ltd.,CELEBRITY.BO
Educomp Solutions Ltd,EDUCOMP.BO
Nitin Spinners Ltd.,NITINSPIN.BO
Royal Orchid Hotels Ltd,ROHLTD.BO
Entertainment Network (India) Ltd,ENIL.BO
CELLA SPACE LIMITED,CELLA.BO
Gujarat State Petronet Ltd.,GSPL.BO
Jagran Prakashan Limited,JAGRAN.BO
Dynemic Products Ltd.,DYNPRO.BO
GVK Power & Infrastructure Ltd,GVKPIL.BO
Sadbhav Engineering Ltd.,SADBHAV.BO
Sakuma Exports Ltd.,SAKUMA.BO
KEC International Ltd.,KEC.BO
Gillanders Arbuthnot & Co. Ltd.,GILLANDERS.BO
Indo Tech Transformers Limited,INDOTECH.BO
B L Kashyap and Sons Ltd,BLKASHYAP.BO
Mahindra & Mahindra Financial Services Limited,M&MFIN.BO
Nitco Ltd.,NITCO.BO
MPDL LIMITED,MPDL.BO
Solar Industries India Limited,SOLARINDS.BO
GALLANTT ISPAT LIMITED,GALLANTT.BO
Malu Paper Mills Limited,MALUPAPER.BO
Uttam Sugar Mills Ltd,UTTAMSUGAR.BO
STL Global Ltd,SGL.BO
Kewal Kiran Clothing Ltd.,KKCL.BO
SUN TV NETWORK LIMITED,SUNTV.BO
GODAWARI POWER AND ISPAT LTD.,GPIL.BO
R Systems International Limited,RSYSTEMS.BO
Emkay Global Financial Services Ltd,EMKAY.BO
Tantia Constructions Limited,TCLCONS.BO
Lokesh Machines Limited,LOKESHMACH.BO
Kamdhenu Limited,KAMDHENU.BO
PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD.BO
GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),GTNTEX.BO
Inditrade Capital Limited,INDICAP.BO
Prime Focus Limited,PFOCUS.BO
Allcargo Logistics Ltd,ALLCARGO.BO
GMR AIRPORTS INFRASTRUCTURE LIMITED,GMRINFRA.BO
Tech Mahindra Limited,TECHM.BO
CIE Automotive India Limited,CIEINDIA.BO
VOLTAMP TRANSFORMERS LIMITED,VOLTAMP.BO
ATLANTAA LIMITED,ATLANTAA.BO
DEEP ENERGY RESOURCES LIMITED,DEEPENR.BO
HOV Services Limited,HOVS.BO
Action Construction Equipments Ltd.,ACE.BO
GeeCee Ventures Limited,GEECEE.BO
Richa Industries Limited,RICHAIND.BO
FIEM INDUSTRIES LIMITED,FIEMIND.BO
JHS Svendgaard Laboratories Ltd.,JHS.BO
DCB Bank Limited,DCBBANK.BO
Global Vectra Helicorp Ltd.,GLOBALVECT.BO
Inspirisys Solutions Limited,INSPIRISYS.BO
GTL Infrastructure Limited,GTLINFRA.BO
SHIVAM AUTOTECH LIMITED,SHIVAMAUTO.BO
Info Edge(India) Ltd.,NAUKRI.BO
TORRENT POWER LIMITED,TORNTPOWER.BO
Parsvnath Developers Ltd.,PARSVNATH.BO
SUTLEJ TEXTILES & INDUSTRIES LIMITED,SUTLEJTEX.BO
LT Foods Limited,LTFOODS.BO
Sobha Limited,SOBHA.BO
Ruchira Papers Ltd,RUCHIRA.BO
TANLA PLATFORMS LIMITED,TANLA.BO
Zee Media Corporation Limited,ZEEMEDIA.BO
Siti Networks Limited,SITINET.BO
Lumax Auto Technologies Ltd.,LUMAXTECH.BO
AUTOLINE INDUSTRIES LTD.,AUTOIND.BO
Network 18 Media & Investments Limited,NETWORK18.BO
Hubtown Limited,HUBTOWN.BO
TV18 Broadcast Ltd.,TV18BRDCST.BO
Cambridge Technology Enterprises Ltd.,CTE.BO
Technocraft Industries (India) Ltd.,TIIL.BO
Redington Limited,REDINGTON.BO
AI CHAMPDANY INDUSTRIES LIMITED,AICHAMP.BO
Cineline India Limited,CINELINE.BO
Pearl Global Industries Limited,PGIL.BO
Firstsource Solutions Ltd.,FSL.BO
Power Finance Corporation Ltd,PFC.BO
Ahluwalia Contracts (India) Ltd,AHLUCONT.BO
Transwarranty Finance Limited,TFL.BO
Indian Bank,INDIANB.BO
SMS Pharmaceuticals Ltd,SMSPHARMA.BO
Oriental Trimex Limited,ORIENTALTL.BO
E-Land Apparel Limited,ELAND.BO
VODAFONE IDEA LIMITED,IDEA.BO
JAGJANANI TEXTILES LIMITED,JAGJANANI.BO
Raj Television Network Ltd,RAJTV.BO
Page Industries Ltd.,PAGEIND.BO
AMD Industries Ltd,AMDIND.BO
LEHAR FOOTWEARS LIMITED,LEHAR.BO
ASTRAL LIMITED,ASTRAL.BO
Indiabulls Real Estate Limited,IBREALEST.BO
Camlin Fine Sciences Ltd,CAMLINFINE.BO
ICRA Limited,ICRA.BO
Dish TV India Limited,DISHTV.BO
SAHYADRI INDUSTRIES LTD.,SAHYADRI.BO
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.BO
Fortis Healthcare Ltd,FORTIS.BO
TGB Banquets and Hotels Limited,TGBHOTELS.BO
HILTON METAL FORGING LIMITED,HILTON.BO
Delta Corp Limited,DELTACORP.BO
MIC Electronics Limited,MICEL.BO
Insecticides India Ltd.,INSECTICID.BO
Asahi Songwon Colors Ltd.,ASAHISONG.BO
Haryana Capfin Ltd.,HARYNACAP.BO
Time Technoplast Limited,TIMETECHNO.BO
Hinduja Global Solutions Limited,HGS.BO
Nelcast Limited,NELCAST.BO
V2 Retail Limited,V2RETAIL.BO
DLF LIMITED,DLF.BO
Tarmat Limited,TARMAT.BO
Ankit Metal  & Power Limited,ANKITMETAL.BO
Sun Pharma Advanced Research Company Ltd.,SPARC.BO
Allied Digital Services Limited,ADSL.BO
Alpa Laboratories Limited,ALPA.BO
Sir Shadi Lal Enterprises Ltd,SSLEL.BO
OMAXE LIMITED,OMAXE.BO
Refex Industries Limited,REFEX.BO
Central Bank of India,CENTRALBK.BO
SEL Manufacturing Company Limited,SELMC.BO
ASIAN GRANITO INDIA LIMITED,ASIANTILES.BO
K.P.R. Mill Ltd.,KPRMILL.BO
Take Solutions Ltd,TAKE.BO
Puravankara Limited,PURVA.BO
Motilal Oswal Financial Services Limited,MOTILALOFS.BO
VTM Ltd,VTMLTD.BO
Indowind Energy Ltd.,INDOWIND.BO
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP.BO
MAGNUM VENTURES LIMITED,MAGNUM.BO
POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID.BO
Kaveri Seed Company Ltd,KSCL.BO
PAISALO DIGITAL LIMITED,PAISALO.BO
Supreme Infrastructure India Limited,SUPREMEINF.BO
MAAN ALUMINIUM LIMITED,MAANALU.BO
IL&FS Engineering and Construction Company Ltd,IL&FSENGG.BO
PARLE INDUSTRIES LIMITED,PARLEIND.BO
Religare Enterprises Ltd,RELIGARE.BO
BARAK VALLEY CEMENTS LIMITED,BVCL.BO
RATHI BARS LIMITED,RATHIBAR.BO
Adani Ports and Special Economic Zone Ltd,ADANIPORTS.BO
Edelweiss Financial Services Ltd.,EDELWEISS.BO
RENAISSANCE GLOBAL LIMITED,RGL.BO
Kolte-Patil Developers Ltd,KOLTEPATIL.BO
JYOTHY LABS LIMITED,JYOTHYLAB.BO
eClerx Services Limited,ECLERX.BO
Transformers and Rectifiers (India) Limited,TRIL.BO
Brigade Enterprises Limited,BRIGADE.BO
BGR ENERGY SYSTEMS LIMITED,BGRENERGY.BO
Burnpur Cement Limited,BURNPUR.BO
MANAKSIA LIMITED,MANAKSIA.BO
PORWAL AUTO COMPONENTS LIMITED,PORWAL.BO
PPAP Automotive Limited,PPAP.BO
"Aries Agro Limited,",ARIES.BO
Kuantum Papers Limited,KUANTUM.BO
Reliance Power Limited,RPOWER.BO
J. Kumar Infraprojects Limited,JKIL.BO
Cords Cable Industries Limited,CORDSCABLE.BO
KNR Constructions Limited,KNRCON.BO
OnMobile Global Ltd.,ONMOBILE.BO
SEPC LIMITED,SEPC.BO
Bang Overseas Ltd,BANG.BO
IRB Infrastructure Developers Limited,IRB.BO
GSS Infotech Ltd,GSS.BO
Nahar Capital & Financial Services Ltd.,NAHARCAP.BO
V-Guard Industries Ltd.,VGUARD.BO
REC LIMITED,RECLTD.BO
GOKAK TEXTILES LTD.,GOKAKTEX.BO
Dhani Services Limited,DHANI.BO
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH.BO
KIRI INDUSTRIES LIMITED,KIRIINDUS.BO
Aditya Birla  Money Ltd,BIRLAMONEY.BO
Jai Balaji Industries Limited,JAIBALAJI.BO
Bajaj Auto Limited,BAJAJ-AUTO.BO
Bajaj Finserv Limited,BAJAJFINSV.BO
Gokul Refoils and Solvent Limited,GOKUL.BO
RPG Life Sciences Limited,RPGLIFE.BO
Kotak Mahindra Mutual Fund,KTKSENSEX.BO
Niraj Cement Structurals Limited,NIRAJ.BO
Rane Brake Lining Limited,RBL.BO
Rane Engine Valve Limited,RANEENGINE.BO
Bafna Pharmaceuticals Limited,BAFNAPH.BO
CHL Limited,CHLLTD.BO
Archidply Industries Limited,ARCHIDPLY.BO
Lotus Eye Hospital And Institute Limited,LOTUSEYE.BO
SOMI CONVEYOR BELTINGS LIMITED,SOMICONVEY.BO
LGB Forge Limited,LGBFORGE.BO
Landmark Property Development Company Ltd.,LPDC.BO
Sicagen India Limited,SICAGEN.BO
SIMPLEX MILLS COMPANY LIMITED,SIMPLXMIL.BO
SIMPLEX PAPERS LTD.,SIMPLXPAP.BO
20 Microns Limited,20MICRONS.BO
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA.BO
Alkali Metals Limited,ALKALI.BO
ISGEC Heavy Engineering Limited,ISGEC.BO
Indian Metals & Ferro Alloys Limited,IMFA.BO
Teamo Productions HQ Limited,TPHQ.BO
VEDAVAAG Systems Limited,VEDAVAAG.BO
Manjeera Constructions Limited,MANJEERA.BO
Mold-Tek Packaging Limited,MOLDTKPAC.BO
Mahindra Holidays & Resorts India Limited,MHRIL.BO
Excel Realty N Infra Limited,EXCEL.BO
RAJ OIL MILLS LIMITED,ROML.BO
Bengal & Assam Company Limited,BENGALASM.BO
Adani Power Limited,ADANIPOWER.BO
NHPC Limited,NHPC.BO
Suryaamba Spinning Mills Limited,SURYAAMBA.BO
Globus Spirits Limited,GLOBUSSPR.BO
Oil India Limited,OIL.BO
Bhilwara Technical Textiles Limited,BTTL.BO
Shree Precoated Steels Limited,SPSL.BO
EXPLEO SOLUTIONS LIMITED,EXPLEOSOL.BO
RattanIndia Power Limited,RTNPOWER.BO
DEN Networks Limited,DEN.BO
ASTEC LIFESCIENCES LIMITED,ASTEC.BO
D-Link (India) Ltd,DLINKINDIA.BO
JSW Energy Limited,JSWENERGY.BO
Essar Securities Limited,ESSARSEC.BO
Godrej Properties Limited,GODREJPROP.BO
D.B.Corp Limited,DBCORP.BO
MBL Infrastructure Ltd,MBLINFRA.BO
Jubilant Foodworks Limited,JUBLFOOD.BO
Vascon Engineers Limited,VASCONEQ.BO
Thangamayil Jewellery Limited,THANGAMAYL.BO
D B REALTY LIMITED,DBREALTY.BO
Emmbi Industries Limited,EMMBI.BO
Hathway Cable & Datacom Limited,HATHWAY.BO
Texmo Pipes and Products Limited,TEXMOPIPES.BO
Sundaram Multi Pap Ltd.,SUNDARAM.BO
Rossell India Limited,ROSSELLIND.BO
MAN INFRACONSTRUCTION LIMITED,MANINFRA.BO
TAMBOLI INDUSTRIES LIMITED,TAMBOLIIN.BO
IL&FS Transportation Networks Limited,IL&FSTRANS.BO
Persistent Systems Limited,PERSISTENT.BO
Intrasoft Technologies Limited,ISFT.BO
K C P SUGAR AND INDUSTRIES CORPORATION LTD.,KCPSUGIND.BO
KIRLOSKAR ELECTRIC COMPANY LTD.,KECL.BO
SATCHMO HOLDINGS LIMITED,SATCH.BO
TARAPUR TRANSFORMERS LIMITED,TARAPUR.BO
SJVN LIMITED,SJVN.BO
Emami Paper Mills Ltd.,EMAMIPAP.BO
Kriti Nutrients Ltd,KRITINUT.BO
GKB Ophthalmics Ltd.,GKB.BO
Hindustan Media Ventures Limited,HMVL.BO
EMAMI REALTY LIMITED,EMAMIREAL.BO
Asian Hotels (East) Limited,AHLEAST.BO
BAJAJ CONSUMER CARE LIMITED,BAJAJCON.BO
Prakash Steelage Limited,PRAKASHSTL.BO
Gujarat Pipavav Port Limited,GPPL.BO
Welspun Investments and Commercials Ltd.,WELINV.BO
Sastasundar Ventures Limited,SASTASUNDR.BO
Career Point Limited,CAREERP.BO
Eros International Media Limited,EROSMEDIA.BO
Ramky Infrastructure Limited,RAMKY.BO
Orient Green Power Company Limited,GREENPOWER.BO
CANTABIL RETAIL INDIA LIMITED,CANTABIL.BO
SEA TV Network Limited,SEATV.BO
VA Tech Wabag Limited,WABAG.BO
Bedmutha Industries Limited,BEDMUTHA.BO
Ashoka Buildcon Limited,ASHOKA.BO
JUPITER WAGONS LIMITED,JWL.BO
OBEROI REALTY LIMITED,OBEROIRLTY.BO
Prestige Estates Projects Limited,PRESTIGE.BO
SHAH METACORP LIMITED,SHAH.BO
Coal India Limited,COALINDIA.BO
GRAVITA INDIA LIMITED,GRAVITA.BO
RPP INFRA PROJECTS LIMITED,RPPINFRA.BO
RDB Realty & Infrastructure Limited,RDBRIL.BO
MOIL Limited,MOIL.BO
ZEE LEARN LIMITED,ZEELEARN.BO
Kesar Terminals & Infrastructure Limited,KTIL.BO
A2Z Infra Engineering Limited,A2ZINFRA.BO
Kirloskar Oil Engines Limited,KIRLOSENG.BO
Ravi Kumar Distilleries Limited,RKDL.BO
PUNJAB & SIND BANK,PSB.BO
Future Market Networks Limited,FMNL.BO
Surana Solar Limited,SURANASOL.BO
Shekhawati Poly-Yarn Limited,SPYL.BO
Kalyani Investment Company Limited,KICL.BO
BF Investment Limited,BFINVEST.BO
SUMMIT SECURITIES LTD.,SUMMITSEC.BO
Innovassynth Investments Limited,INOVSYNTH.BO
STEL Holdings Limited,STEL.BO
OMKAR SPECIALITY CHEMICALS LIMITED,OMKARCHEM.BO
Jubilant Industries Limited,JUBLINDS.BO
Texmaco Rail & Engineering Limited,TEXRAIL.BO
Indian Terrain Fashions Limited,INDTERRAIN.BO
Fineotex Chemical Limited,FCL.BO
Dhunseri Investments Ltd,DHUNINV.BO
Zen Technologies Ltd.,ZENTEC.BO
Lovable Lingerie Limited,LOVABLE.BO
PTC India Financial Services Limited,PFS.BO
MUTHOOT FINANCE LIMITED,MUTHOOTFIN.BO
Future Consumer Limited,FCONSUMER.BO
CIL Nova Petrochemicals Limited,CNOVAPETRO.BO
VMS INDUSTRIES LIMITED,VMS.BO
Karma Energy Limited,KARMAENG.BO
DELPHI WORLD MONEY LIMITED,DELPHIFX.BO
Rushil Decor Limited,RUSHIL.BO
Enkei wheels (India) Limited,ENKEIWHEL.BO
Kridhan Infra Limited,KRIDHANINF.BO
INVENTURE GROWTH & SECURITIES LIMITED,INVENTURE.BO
L&T FINANCE HOLDINGS LIMITED,L&TFH.BO
Yaari Digital Integrated Services Ltd,YAARI.BO
Tree House Education & Accessories Limited,TREEHOUSE.BO
BROOKS LABORATORIES LIMITED,BROOKS.BO
RUPA & COMPANY LIMITED,RUPA.BO
TD Power Systems Ltd,TDPOWERSYS.BO
ALEMBIC PHARMACEUTICALS LIMITED,APLLTD.BO
Vaswani Industries Limited,VASWANI.BO
PG Electroplast Limited,PGEL.BO
Lesha Industries Limited,LESHAIND.BO
RDB Rasayans Limited,RDBRL.BO
TIJARIA POLYPIPES LIMITED,TIJARIA.BO
Onelife Capital Advisors Ltd,ONELIFECAP.BO
FLEXITUFF VENTURES INTERNATIONAL LIMITED,FLEXITUFF.BO
Triveni Turbine Limited,TRITURBINE.BO
Indo Thai Securities Limited,INDOTHAI.BO
Essar Shipping Ltd,ESSARSHPNG.BO
APL Apollo Tubes Limited,APLAPOLLO.BO
GPT Infraprojects limited,GPTINFRA.BO
Fervent Synergies Limited,FERVENTSYN.BO
THOMAS SCOTT (INDIA) LIMITED,THOMASCOTT.BO
Tera Software Ltd.,TERASOFT.BO
PMC Fincorp Limited,PMCFIN.BO
Futuristic Solutions Ltd.,FUTSOL.BO
Alliance Integrated Metaliks Limited,AIML.BO
RHI MAGNESITA INDIA LIMITED,RHIM.BO
Multi Commodity Exchange of India Ltd,MCX.BO
Pyxis Finvest Limited,PYXISFIN.BO
SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,SCHNEIDER.BO
Olympic Cards Limited,OLPCL.BO
NBCC (India) Limited,NBCC.BO
MT EDUCARE LIMITED,MTEDUCARE.BO
Hexa Tradex Limited,HEXATRADEX.BO
Maxheights Infrastructure Limited,MAXHEIGHTS.BO
Tribhovandas Bhimji Zaveri Limited,TBZ.BO
Vardhman Special Steels Ltd,VSSL.BO
Looks Health Services Limited,LOOKS.BO
Speciality Restaurants Limited,SPECIALITY.BO
Lypsa Gems & Jewellery Limited,LYPSAGEMS.BO
RATTANINDIA ENTERPRISES LIMITED,RTNINDIA.BO
Sampann Utpadan India Limited,SAMPANN.BO
JTL INDUSTRIES LIMITED,JTLIND.BO
ADVANCE METERING TECHNOLOGY LIMITED,AMTL.BO
North Eastern Carrying Corporation Limited,NECCLTD.BO
WAAREE RENEWABLE TECHNOLOGIES LIMITED,WAAREERTL.BO
Jupiter Infomedia Limited,JUPITERIN.BO
VINAYAK POLYCON INTERNATIONAL LIMITED,VINAYAKPOL.BO
Jointeca Education Solutions Limited,JOINTECAED.BO
Ducon Infratechnologies Limited,DUCON.BO
PROZONE REALTY LIMITED,PROZONER.BO
SRG Housing Finance Limited,SRGHFL.BO
Comfort Commotrade Limited,COMCL.BO
SHANTI GURU INDUSTRIES LIMITED,SHANTIGURU.BO
CASPIAN CORPORATE SERVICES LIMITED,CASPIAN.BO
Aerpace Industries Limited,AERPACE.BO
VIRTUAL GLOBAL EDUCATION LTD.,VIRTUALG.BO
ZUARI AGRO CHEMICALS LIMITED,ZUARI.BO
Steel Exchange India Ltd.,STEELXIND.BO
Trio Mercantile & Trading Limited,TRIOMERC.BO
Cigniti Technologies Ltd,CIGNITITEC.BO
CDG PETCHEM LIMITED,CDG.BO
CARE Ratings Limited,CARERATING.BO
PC JEWELLER LIMITED,PCJEWELLER.BO
INDUS TOWERS LIMITED,INDUSTOWER.BO
V-Mart Retail Limited,VMART.BO
NIBE LIMITED,NIBE.BO
Mukta Agriculture Limited,MUKTA.BO
Mystic Electronics Limited,MYSTICELE.BO
COMFORT FINCAP LIMITED,COMFINCAP.BO
SBI Mutual Fund,SBISENSEX.BO
Bothra Metals & Alloys Limited,BMAL.BO
Repco Home Finance Limited,REPCOHOME.BO
LAKHOTIA POLYESTERS (INDIA) LIMITED,LAKHOTIA.BO
GCM Securities Limited,GCMSECU.BO
NRB INDUSTRIAL BEARINGS LIMITED,NIBL.BO
KIFS Financial Services Ltd,KIFS.BO
